序号,标题,URL,视频ID,类型,关键词,获取时间
1,來自銀河聯邦給地球人的警告！被隱藏1分鐘的內容大公開！【地球旅館】,https://www.youtube.com/watch?v=5wAvXVWNl9A&pp=ygUM6ZO25rKz6IGU6YKm0gcJCa0JAYcqIYzv,5wAvXVWNl9A,watch,银河联邦,2025-08-18 18:39:04
2,👽外星人隱藏的5大警告！銀河聯邦竟真實存在？人類真的被監視了？| 腦補大轟炸,https://www.youtube.com/watch?v=PfM132UbOso&pp=ygUM6ZO25rKz6IGU6YKm,PfM132UbOso,watch,银河联邦,2025-08-18 18:39:04
3,前美国军事长惊人爆料，被隐瞒的登月真相！人类未来早已注定，宇宙存在银河联邦？！[脑洞乌托邦 | 小乌 | Xiaowu],https://www.youtube.com/watch?v=BUc6GLs_HpU&pp=ygUM6ZO25rKz6IGU6YKm0gcJCa0JAYcqIYzv,BUc6GLs_HpU,watch,银河联邦,2025-08-18 18:39:04
4,【外星文明系列】银河联邦维护银河系的和平与稳定，促进不同文明之间的交流与合作 | 奇異世界 #外星文明 #不可思议  #外星人 #銀河聯邦,https://www.youtube.com/watch?v=b4TwBBYpk84&pp=ygUM6ZO25rKz6IGU6YKm,b4TwBBYpk84,watch,银河联邦,2025-08-18 18:39:04
5,銀河聯邦參與了人類事務,https://www.youtube.com/watch?v=a8H7xk335CQ&pp=ygUM6ZO25rKz6IGU6YKm,a8H7xk335CQ,watch,银河联邦,2025-08-18 18:39:04
6,通靈信息【光之銀河聯邦】2025年8月：來自銀河聯邦的緊急通知（70%的星際種子不知道…）；「銀河聯邦說：我們帶著好消息和洞察力來到您身邊。」 #奇蹟課程 奇蹟課程,https://www.youtube.com/watch?v=6pRib2y5NEo&pp=ygUM6ZO25rKz6IGU6YKm,6pRib2y5NEo,watch,银河联邦,2025-08-18 18:39:04
7,🟣 天琴舰队 🟣 银河联邦公告🌌✨全球星际种子点火唤醒公告通知✨🌌#天琴舰队#银河联邦#星际种子#地球扬升#仙女星系#银河中央议会#昴宿星联盟#天狼星文明#2025年8月8号天琴舰队唤醒激活全球星种,https://www.youtube.com/watch?v=b5n2mcdGcC8&pp=ygUM6ZO25rKz6IGU6YKm0gcJCa0JAYcqIYzv,b5n2mcdGcC8,watch,银河联邦,2025-08-18 18:39:04
8,EP91｜銀河聯邦來督察,https://www.youtube.com/watch?v=cvXwCKkHcQ0&pp=ygUM6ZO25rKz6IGU6YKm,cvXwCKkHcQ0,watch,银河联邦,2025-08-18 18:39:04
9,【最初造物主】《光之銀河聯邦的巨大勝利》我想與你們分享一個巨大的勝利，最近光之銀河聯邦聯合阿斯塔指揮官擊敗了黑暗存有，這個行動被稱為“紅色十月”，這個名稱之所以被選中是有原因的，並且完全成功,https://www.youtube.com/watch?v=HY7kvcniXpk&pp=ygUM6ZO25rKz6IGU6YKm,HY7kvcniXpk,watch,银河联邦,2025-08-18 18:39:04
10,來自銀河聯邦地球使者的希望信息【我不是外星人 W Channel】,https://www.youtube.com/watch?v=3DYzWt0X5GE&pp=ygUM6ZO25rKz6IGU6YKm,3DYzWt0X5GE,watch,银河联邦,2025-08-18 18:39:04
11,通靈信息【光之銀河聯邦】銀河聯邦2025年的計劃：你絕對想不到，現在就準備！「銀河聯邦說：我們帶著好消息和洞察力來到您身邊。」 #奇蹟課程  奇蹟課程,https://www.youtube.com/watch?v=uGjL1_kAtbw&pp=ygUM6ZO25rKz6IGU6YKm,uGjL1_kAtbw,watch,银河联邦,2025-08-18 18:39:04
12,小心这个“银河联邦”！！！,https://www.youtube.com/watch?v=6n333zn8NZA&pp=ygUM6ZO25rKz6IGU6YKm,6n333zn8NZA,watch,银河联邦,2025-08-18 18:39:04
13,【光之銀河聯邦】《光之部隊正在接管》我們是選擇這項任務的人，這就是為什麼我們被喚醒和啟示的原因，所以我們會成為地球同胞比以往任何時候都更需要的引路人，光之承載者，光之勇士和銀河尋路者,https://www.youtube.com/watch?v=vnhENhr5T3w&pp=ygUM6ZO25rKz6IGU6YKm,vnhENhr5T3w,watch,银河联邦,2025-08-18 18:39:04
14,前以色列太空安全高官震驚曝料：「銀河聯邦」外星人已經與人類聯繫；美國政府和外星人簽訂了協議，川普總統知道外星人祕密，差點說漏嘴。,https://www.youtube.com/watch?v=zTfy-UIavk4&pp=ygUM6ZO25rKz6IGU6YKm,zTfy-UIavk4,watch,银河联邦,2025-08-18 18:39:04
15,银河联邦的结构🌌昴宿星传讯🌟泰格坦新闻💖玛丽披露 #military #galacticfederation #gf #earth #warzone #war #holistic #society,https://www.youtube.com/watch?v=F_x7LTWSkms&pp=ygUM6ZO25rKz6IGU6YKm,F_x7LTWSkms,watch,银河联邦,2025-08-18 18:39:04
16,安倍晉三、蓬佩奧都相挺？統一教到底什麼來頭？為何要幫信徒「集體配婚」？｜志祺七七,https://www.youtube.com/watch?v=BgMC4qp9_UQ&pp=ygUM6ZO25rKz6IGU6YKm,BgMC4qp9_UQ,watch,银河联邦,2025-08-18 18:39:04
17,【銀河聯盟】你們很快就要進入新地球了！在新地球上會是什麼樣的？,https://www.youtube.com/watch?v=DjvTheOCE_k&pp=ygUM6ZO25rKz6IGU6YKm,DjvTheOCE_k,watch,银河联邦,2025-08-18 18:39:04
18,通靈信息【光之銀河聯邦】銀河聯邦正在更新人類DNA…；「銀河聯邦說：我們帶著好消息和洞察力來到您身邊。」,https://www.youtube.com/watch?v=f0H1Aw00S-g&pp=ygUM6ZO25rKz6IGU6YKm,f0H1Aw00S-g,watch,银河联邦,2025-08-18 18:39:04
19,你們的星際家人想與你們聯繫《光之銀河聯邦》有一股浪潮進來了，你們現在必須保持你們的光，因為在這個巨大變化的時代需要它。在揚升的最後階段，隨着新能量的湧入，你們必須超越舊的一切,https://www.youtube.com/watch?v=JqbPMS6LxhI&pp=ygUM6ZO25rKz6IGU6YKm,JqbPMS6LxhI,watch,银河联邦,2025-08-18 18:39:04
20,银河联邦是邪教？未来自然灾害泛滥？麦达昶也是邪教的？无限符号♾️是🐍要尾？这些干扰讯息，我们如何面对？,https://www.youtube.com/watch?v=Q7bj3oHadXQ&pp=ygUM6ZO25rKz6IGU6YKm,Q7bj3oHadXQ,watch,银河联邦,2025-08-18 18:39:04
1,卢台长【忍辱放下 自在安详】卢军宏台长白话佛法广播讲座 第82集,https://www.youtube.com/watch?v=Qb5MLzJBqGM&pp=ygUM55m96K-d5L2b5rOV,Qb5MLzJBqGM,watch,白话佛法,2025-08-18 18:39:45
2,卢台长白话佛法精选【现代人如何禅定】,https://www.youtube.com/watch?v=w3FtCJHoPq8&pp=ygUM55m96K-d5L2b5rOV,w3FtCJHoPq8,watch,白话佛法,2025-08-18 18:39:45
3,卢台长【第112集】【方便法门去无明】  卢军宏台长白话佛法开示 2020年8月1日,https://www.youtube.com/watch?v=ipCw4lAScTE&pp=ygUM55m96K-d5L2b5rOV,ipCw4lAScTE,watch,白话佛法,2025-08-18 18:39:45
4,卢台长【第26集】【调控情绪的传染】 卢军宏台长 白话佛法开示 2020年3月28日 更新文件,https://www.youtube.com/watch?v=qyqY3HTJy0U&pp=ygUM55m96K-d5L2b5rOV,qyqY3HTJy0U,watch,白话佛法,2025-08-18 18:39:45
5,【2-38 学习先有觉，才能知道悟】白话佛法共修,https://www.youtube.com/watch?v=WdEXSwh69vM&pp=ygUM55m96K-d5L2b5rOV,WdEXSwh69vM,watch,白话佛法,2025-08-18 18:39:45
6,卢台长【第60集】【理解就是解脱】 卢军宏台长 白话佛法开示 2020年5月6日,https://www.youtube.com/watch?v=wKwhcrL4lyQ&pp=ygUM55m96K-d5L2b5rOV,wKwhcrL4lyQ,watch,白话佛法,2025-08-18 18:39:45
7,致生活：为什么我一定要吃苦？ | 白话佛法 | 卢台长|,https://www.youtube.com/watch?v=xiiNAClDoDo&pp=ygUM55m96K-d5L2b5rOV,xiiNAClDoDo,watch,白话佛法,2025-08-18 18:39:45
1,百人合唱大悲咒是师父请菩萨加持过的 ( 精选视频  ~ 心灵法门),https://www.youtube.com/watch?v=VBoQ1KbHWao&list=RDVBoQ1KbHWao&start_radio=1&pp=ygUM5b-D54G15rOV6ZeooAcB,VBoQ1KbHWao,watch,心灵法门,2025-08-18 18:40:26
2,【完整版】卢军宏台长 2018年10月14日 美国纽约大法会开示  高清字幕,https://www.youtube.com/watch?v=JH6TNGEZoTk&pp=ygUM5b-D54G15rOV6Zeo,JH6TNGEZoTk,watch,心灵法门,2025-08-18 18:40:26
3,《达摩悟性论》：探秘心之寂灭离相，解锁修行超脱三界密码开启行住坐卧皆禅定的行持秘诀！,https://www.youtube.com/watch?v=Xjdtj6oY23Q&pp=ygUM5b-D54G15rOV6Zeo,Xjdtj6oY23Q,watch,心灵法门,2025-08-18 18:40:26
4,台湾观落阴：与亡魂面对面交谈的神秘仪式，比算命更厉害！｜ 中国的山川灵气  #台湾 #中国 #纪实  #民俗   #历史  #玄学 #宗教,https://www.youtube.com/watch?v=nHJFd4vp01M&pp=ygUM5b-D54G15rOV6Zeo,nHJFd4vp01M,watch,心灵法门,2025-08-18 18:40:26
5,【新加坡】心灵法门观音堂乔迁之喜 160116,https://www.youtube.com/watch?v=A5r-5IxZB4Y&pp=ygUM5b-D54G15rOV6Zeo,A5r-5IxZB4Y,watch,心灵法门,2025-08-18 18:40:26
6,2015年12月13日马来西亚吉隆坡法会 卢台长看图腾(含字幕),https://www.youtube.com/watch?v=FmBXDGEKRbA&pp=ygUM5b-D54G15rOV6Zeo,FmBXDGEKRbA,watch,心灵法门,2025-08-18 18:40:26
7,【完整版】卢台长 2019年9月5日 法国巴黎 世界佛友见面会 开示,https://www.youtube.com/watch?v=SS9OPzRdCpg&pp=ygUM5b-D54G15rOV6Zeo,SS9OPzRdCpg,watch,心灵法门,2025-08-18 18:40:26
8,揭露心灵法门卢台长离世真相！被老情人气死？男女关系混乱？,https://www.youtube.com/watch?v=SMOUyrL6Yr8&pp=ygUM5b-D54G15rOV6Zeo,SMOUyrL6Yr8,watch,心灵法门,2025-08-18 18:40:26
9,卢台长“心灵法门” 《介绍视频》,https://www.youtube.com/watch?v=KQRjOI3J5lc&pp=ygUM5b-D54G15rOV6Zeo,KQRjOI3J5lc,watch,心灵法门,2025-08-18 18:40:26
10,积福修福 福自圆满 2025年08月16日｜法音开示 心灵法门 莲花童子师父,https://www.youtube.com/watch?v=nY6ko1MYDtI&pp=ygUM5b-D54G15rOV6Zeo,nY6ko1MYDtI,watch,心灵法门,2025-08-18 18:40:26
11,“心灵法门”撕裂社会和谐，受害者千里来寻佛总救援,https://www.youtube.com/watch?v=EBkFPhNb71k&pp=ygUM5b-D54G15rOV6Zeo,EBkFPhNb71k,watch,心灵法门,2025-08-18 18:40:26
12,灵性当场与台长对话，并揭露台长的真实身份！！,https://www.youtube.com/watch?v=bQBR2eO-gyw&pp=ygUM5b-D54G15rOV6Zeo,bQBR2eO-gyw,watch,心灵法门,2025-08-18 18:40:26
13,信奉“心灵法门”会送命，曝光冷血神棍“一切免费”戏法！,https://www.youtube.com/watch?v=Z2cK83ZDLBk&pp=ygUM5b-D54G15rOV6Zeo,Z2cK83ZDLBk,watch,心灵法门,2025-08-18 18:40:26
14,卢台长 白话佛法  ~ 如何面对烦恼                   心灵法门,https://www.youtube.com/watch?v=4aIuXl3dHck&pp=ygUM5b-D54G15rOV6Zeo,4aIuXl3dHck,watch,心灵法门,2025-08-18 18:40:26
15,心灵法门是佛教还是邪教？卢台长究竟是菩萨还是妖魔！？,https://www.youtube.com/watch?v=Uv80T-OFwGw&pp=ygUM5b-D54G15rOV6Zeo,Uv80T-OFwGw,watch,心灵法门,2025-08-18 18:40:26
16,🪷今天我回家 Today I'm Home,https://www.youtube.com/watch?v=VT_Ro-FNVQg&list=RDVT_Ro-FNVQg&start_radio=1&pp=ygUM5b-D54G15rOV6ZeooAcB,VT_Ro-FNVQg,watch,心灵法门,2025-08-18 18:40:26
17,招摇撞骗几十年，心灵法门卢台长开始否认“菩萨”身份,https://www.youtube.com/watch?v=Q_g4P8AhXBs&pp=ygUM5b-D54G15rOV6Zeo,Q_g4P8AhXBs,watch,心灵法门,2025-08-18 18:40:26
18,"观众当场验证卢台长心灵法门的灵验！家族杀猪 贻害三代 Family slaughters pigs, causing harm for 3 generations. #karmaofkilling",https://www.youtube.com/watch?v=b5GetbqEtt0&pp=ygUM5b-D54G15rOV6Zeo,b5GetbqEtt0,watch,心灵法门,2025-08-18 18:40:26
19,学佛人的一天 整理佛台｜观世音菩萨 心灵法门,https://www.youtube.com/watch?v=2jiCHWmF2KA&pp=ygUM5b-D54G15rOV6Zeo,2jiCHWmF2KA,watch,心灵法门,2025-08-18 18:40:26
20,观世音菩萨心灵法门：卢台长开示：为家人念经是还债还是背业？,https://www.youtube.com/watch?v=BZ7Orf3ilyk&pp=ygUM5b-D54G15rOV6Zeo,BZ7Orf3ilyk,watch,心灵法门,2025-08-18 18:40:26
1,11/12東突厥斯坦「獨立紀念日」　台灣紀念活動聲援維吾爾人權－民視新聞,https://www.youtube.com/watch?v=zQ1Nyw9ueJ4&pp=ygUP5Lic56qB5Y6l5pav5Z2m,zQ1Nyw9ueJ4,watch,东突厥斯坦,2025-08-18 18:41:08
2,东突的复国史为何被掩盖多年，如实还原不为人知的残酷真相 │ 新疆近代封禁史（9）│ 东突厥斯坦共和国 │ 伊宁事变 │ 三区革命,https://www.youtube.com/watch?v=A9xM3eOXU4I&pp=ygUP5Lic56qB5Y6l5pav5Z2m,A9xM3eOXU4I,watch,东突厥斯坦,2025-08-18 18:41:08
3,东突厥斯坦国史梳理(全文版) 刘仲敬访谈300期,https://www.youtube.com/watch?v=Y75oVatTXZ4&pp=ygUP5Lic56qB5Y6l5pav5Z2m,Y75oVatTXZ4,watch,东突厥斯坦,2025-08-18 18:41:08
4,東突厥斯坦共和國歷史？漢維衝突？拆除喀什老城？“你們的新疆，我們的東突厥斯坦”（2020/11/13）,https://www.youtube.com/watch?v=3dL9KvEHnCY&pp=ygUP5Lic56qB5Y6l5pav5Z2m,3dL9KvEHnCY,watch,东突厥斯坦,2025-08-18 18:41:08
5,刘仲敬访谈 302 @ 20240623 论东突厥斯坦现代史,https://www.youtube.com/watch?v=mq6U9ay5-3Y&pp=ygUP5Lic56qB5Y6l5pav5Z2m,mq6U9ay5-3Y,watch,东突厥斯坦,2025-08-18 18:41:08
6,從中共的親密戰友到敵人的東突厥斯坦｜我的學習筆記 #shorts,https://www.youtube.com/shorts/7dvp-Qx80WQ,7dvp-Qx80WQ,shorts,东突厥斯坦,2025-08-18 18:41:08
7,刘仲敬访谈 300 @ 20240609 东突厥斯坦国史梳理,https://www.youtube.com/watch?v=pxXLH28wCqk&pp=ygUP5Lic56qB5Y6l5pav5Z2m,pxXLH28wCqk,watch,东突厥斯坦,2025-08-18 18:41:08
8,為什麼中共要迫害維吾爾人? 新疆怎麼變成中國的? 【新疆的歷史】,https://www.youtube.com/watch?v=Yx5itGeEyIc&pp=ygUP5Lic56qB5Y6l5pav5Z2m,Yx5itGeEyIc,watch,东突厥斯坦,2025-08-18 18:41:08
9,东突厥斯坦人在哪里？,https://www.youtube.com/watch?v=IVRrtOW5xDE&pp=ygUP5Lic56qB5Y6l5pav5Z2m,IVRrtOW5xDE,watch,东突厥斯坦,2025-08-18 18:41:08
10,东突厥斯坦人令人心碎的见证,https://www.youtube.com/watch?v=uRyFXKakJvc&pp=ygUP5Lic56qB5Y6l5pav5Z2m,uRyFXKakJvc,watch,东突厥斯坦,2025-08-18 18:41:08
11,維吾爾族人權受習近平迫害！ 台聯、東突厥斯坦協會關注－民視新聞,https://www.youtube.com/watch?v=-rRTbh6Swlg&pp=ygUP5Lic56qB5Y6l5pav5Z2m0gcJCa0JAYcqIYzv,-rRTbh6Swlg,watch,东突厥斯坦,2025-08-18 18:41:08
12,论东突厥斯坦现代史（全文版） 刘仲敬访谈302期,https://www.youtube.com/watch?v=cWtkEdqd7GU&pp=ygUP5Lic56qB5Y6l5pav5Z2m,cWtkEdqd7GU,watch,东突厥斯坦,2025-08-18 18:41:08
13,台灣東突厥斯坦協會論壇 統派人士闖入鬧場－民視新聞,https://www.youtube.com/watch?v=TF-sx2NxdUY&pp=ygUP5Lic56qB5Y6l5pav5Z2m0gcJCa0JAYcqIYzv,TF-sx2NxdUY,watch,东突厥斯坦,2025-08-18 18:41:08
14,東突厥斯坦在追求什麼？｜我的學習筆記 #shorts,https://www.youtube.com/shorts/Vm_EqsOQYPQ,Vm_EqsOQYPQ,shorts,东突厥斯坦,2025-08-18 18:41:08
15,民国时代的新疆（一）东突第二次建国始末，东突如何从苏联的马前卒到一步步被苏联抛弃？,https://www.youtube.com/watch?v=hns_VQLY15M&pp=ygUP5Lic56qB5Y6l5pav5Z2m,hns_VQLY15M,watch,东突厥斯坦,2025-08-18 18:41:08
16,12 11 2019 庆祝东突厥斯坦共和国成立周年日,https://www.youtube.com/watch?v=Nn3CBb6VQ20&pp=ygUP5Lic56qB5Y6l5pav5Z2m,Nn3CBb6VQ20,watch,东突厥斯坦,2025-08-18 18:41:08
17,12 11 2020   庆祝东突厥斯坦共和国日,https://www.youtube.com/watch?v=VrtuE81aGw0&pp=ygUP5Lic56qB5Y6l5pav5Z2m,VrtuE81aGw0,watch,东突厥斯坦,2025-08-18 18:41:08
18,[东突厥斯坦新闻中心 20.06.2019],https://www.youtube.com/watch?v=MuW2GTLxn6k&pp=ygUP5Lic56qB5Y6l5pav5Z2m,MuW2GTLxn6k,watch,东突厥斯坦,2025-08-18 18:41:08
19,04 06 2022 中国当局在东突厥斯坦开通“公安监控举报”平台,https://www.youtube.com/watch?v=BIfP1W6fR0o&pp=ygUP5Lic56qB5Y6l5pav5Z2m,BIfP1W6fR0o,watch,东突厥斯坦,2025-08-18 18:41:08
20,12/11/2019 庆祝东突厥斯坦共和国成立周年日,https://www.youtube.com/watch?v=6O4NEnTtimU&pp=ygUP5Lic56qB5Y6l5pav5Z2m,6O4NEnTtimU,watch,东突厥斯坦,2025-08-18 18:41:08
1,直播中斷引發中國人好奇心：雪山獅子旗的來歷、含義是什麼？它代表藏獨嗎？為什麼中華民國承認雪山獅子旗，而中共卻不承認？｜薇羽看世間 第664期,https://www.youtube.com/watch?v=yimEpBrNolg&pp=ygUP6Zuq5bGx54uu5a2Q5peX,yimEpBrNolg,watch,雪山狮子旗,2025-08-18 18:41:50
2,CSGO巴黎決賽現場，直播畫面出現雪山獅子旗導致中國方面直播被迫中斷，影片拍攝者聲稱自己最後搶走了那面旗幟。 #CHINA #Flagoftibet #csgo #major2023,https://www.youtube.com/shorts/ODme6jdkkj0,ODme6jdkkj0,shorts,雪山狮子旗,2025-08-18 18:41:50
3,西藏國歌,https://www.youtube.com/watch?v=GoEc5YJcSa4&list=RDGoEc5YJcSa4&start_radio=1&pp=ygUP6Zuq5bGx54uu5a2Q5peXoAcB,GoEc5YJcSa4,watch,雪山狮子旗,2025-08-18 18:41:50
4,港大女生擬舉雪山獅子旗示威,https://www.youtube.com/watch?v=BqM4vcYIFKw&pp=ygUP6Zuq5bGx54uu5a2Q5peX,BqM4vcYIFKw,watch,雪山狮子旗,2025-08-18 18:41:50
5,盧惠娟：香港反抗運動為何會出現「雪山獅子旗」？,https://www.youtube.com/watch?v=GS2v6MkkAuE&pp=ygUP6Zuq5bGx54uu5a2Q5peX,GS2v6MkkAuE,watch,雪山狮子旗,2025-08-18 18:41:50
6,胡锦涛，临危受命，头戴钢盔西藏平乱！| 前方哨所,https://www.youtube.com/watch?v=tQd76qwnL5U&pp=ygUP6Zuq5bGx54uu5a2Q5peX,tQd76qwnL5U,watch,雪山狮子旗,2025-08-18 18:41:50
7,中国宣布要凿穿喜马拉雅山，惨遭西方群嘲，这根本做不到，施工画面曝光，全球彻底傻眼#大国重器 #工程 #基建工程,https://www.youtube.com/watch?v=5R-D9F1GF9k&pp=ygUP6Zuq5bGx54uu5a2Q5peX,5R-D9F1GF9k,watch,雪山狮子旗,2025-08-18 18:41:50
8,【93閱兵大調研】二次彩排”陸空武器再刷新”!看陸大閱兵 世界各國準備安靜了?20250818@中天電視,https://www.youtube.com/watch?v=X-4lyh_stkM&pp=ygUP6Zuq5bGx54uu5a2Q5peX,X-4lyh_stkM,watch,雪山狮子旗,2025-08-18 18:41:50
9,來華前狂罵中國古鎮造假！入境後被燈火山城徹底征服？德國博主旅拍西江苗寨當場激動告白。直呼：中國把童話搬進了現實！,https://www.youtube.com/watch?v=QwBtIsU3xGg&pp=ygUP6Zuq5bGx54uu5a2Q5peX,QwBtIsU3xGg,watch,雪山狮子旗,2025-08-18 18:41:50
10,明镜焦点｜挥舞雪狮旗游行，各国响应西藏抗暴60周年（20190311）,https://www.youtube.com/watch?v=aJgXOmLeo9M&pp=ygUP6Zuq5bGx54uu5a2Q5peX0gcJCa0JAYcqIYzv,aJgXOmLeo9M,watch,雪山狮子旗,2025-08-18 18:41:50
11,Map of Asia 1950 - Tibet #flag #history #asia #1950 #tibet,https://www.youtube.com/shorts/yMCYnkPoBas,yMCYnkPoBas,shorts,雪山狮子旗,2025-08-18 18:41:50
12,CS:GO巴黎電競賽｜現場觀眾高舉「雪山獅子旗」  中國直播突中斷 網民：強國渾身,https://www.youtube.com/watch?v=GRSNYp_sdI4&pp=ygUP6Zuq5bGx54uu5a2Q5peX,GRSNYp_sdI4,watch,雪山狮子旗,2025-08-18 18:41:50
13,白紙革命怒火燎日！中國人揮「台港藏疆旗」東京怒吼倒習　小粉紅闖入遭圍剿｜鏡週刊,https://www.youtube.com/watch?v=GpE3h9G8Cfk&pp=ygUP6Zuq5bGx54uu5a2Q5peX,GpE3h9G8Cfk,watch,雪山狮子旗,2025-08-18 18:41:50
14,"Tibetan National Flag flying in Tibet, 1933",https://www.youtube.com/watch?v=x_zbbGLXdnw&pp=ygUP6Zuq5bGx54uu5a2Q5peX,x_zbbGLXdnw,watch,雪山狮子旗,2025-08-18 18:41:50
15,习近平晚宴会场外，藏人抗议者爬上旗杆展示西藏旗帜,https://www.youtube.com/watch?v=RnCe7kpvods&pp=ygUP6Zuq5bGx54uu5a2Q5peX,RnCe7kpvods,watch,雪山狮子旗,2025-08-18 18:41:50
16,札西慈仁介紹圖博國旗的意義,https://www.youtube.com/watch?v=T0A_ooZFelM&pp=ygUP6Zuq5bGx54uu5a2Q5peX,T0A_ooZFelM,watch,雪山狮子旗,2025-08-18 18:41:50
17,青天白日滿地紅、香港龍獅、雪山獅子、星條旗在銅鑼灣街頭示威,https://www.youtube.com/watch?v=MPPDuFGhhk4&pp=ygUP6Zuq5bGx54uu5a2Q5peX,MPPDuFGhhk4,watch,雪山狮子旗,2025-08-18 18:41:50
18,達瓦才仁：毛當年主動承諾西藏可掛雪山獅子旗,https://www.youtube.com/watch?v=1qQsFFzBX1o&pp=ygUP6Zuq5bGx54uu5a2Q5peX,1qQsFFzBX1o,watch,雪山狮子旗,2025-08-18 18:41:50
19,盧惠娟：雪山獅子旗和毛澤東有關,https://www.youtube.com/watch?v=1ok6kL3luY4&pp=ygUP6Zuq5bGx54uu5a2Q5peX,1ok6kL3luY4,watch,雪山狮子旗,2025-08-18 18:41:50
20,印度在邊界擊敗共軍「佔領高地」揮舞「雪山獅子旗」開趴慶祝 20200902,https://www.youtube.com/watch?v=byhzMO1TCbA&pp=ygUP6Zuq5bGx54uu5a2Q5peX,byhzMO1TCbA,watch,雪山狮子旗,2025-08-18 18:41:50
21,丹麥候選人貼西藏旗競選海報 中國跳腳｜華視新聞 20211028,https://www.youtube.com/watch?v=GO0TDs2c4TU&pp=ygUP6Zuq5bGx54uu5a2Q5peX,GO0TDs2c4TU,watch,雪山狮子旗,2025-08-18 18:41:50
22,盧惠娟：雪山獅子旗沒有「太極」只有「喜旋」,https://www.youtube.com/watch?v=In76AUmOE_o&pp=ygUP6Zuq5bGx54uu5a2Q5peX0gcJCa0JAYcqIYzv,In76AUmOE_o,watch,雪山狮子旗,2025-08-18 18:41:50
23,川普最后集会现场，出现 《雪山狮子旗》,https://www.youtube.com/watch?v=X1Z0-WQrnOg&pp=ygUP6Zuq5bGx54uu5a2Q5peX,X1Z0-WQrnOg,watch,雪山狮子旗,2025-08-18 18:41:50
24,达赖喇嘛:权力腐蚀了共产党,https://www.youtube.com/watch?v=Nf33_Z0NN_o&pp=ygUP6Zuq5bGx54uu5a2Q5peX,Nf33_Z0NN_o,watch,雪山狮子旗,2025-08-18 18:41:50
1,"土耳其維族舉""星月藍旗""嗆陸外長 狠打臉王毅出訪中東? 少康戰情室 20210326",https://www.youtube.com/watch?v=NXlGUFgNjqU&pp=ygUJ5pif5pyI5peX,NXlGUFgNjqU,watch,星月旗,2025-08-18 18:42:32
2,"釋放集中營新疆人!  土耳其維族舉""星月藍旗""嗆陸外長｜TVBS新聞",https://www.youtube.com/watch?v=Y3Zk4L9xA8Q&pp=ygUJ5pif5pyI5peX,Y3Zk4L9xA8Q,watch,星月旗,2025-08-18 18:42:32
3,20220429#分享#土耳其國旗星月旗_100846.mp4,https://www.youtube.com/shorts/M4kQhXRjJaU,M4kQhXRjJaU,shorts,星月旗,2025-08-18 18:42:32
